"NGA","Polity","Section","Subsection","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note","Comment"
"Upper Egypt","EgNaqa1","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Law","Formal legal code","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Law","Judges","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Law","Courts","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Specialized Buildings: polity owned","Markets","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Specialized Buildings: polity owned","Roads","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","Written records","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","Script","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","Calendar","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","Religious literature","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","Practical literature","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","History","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Information","Philosophy","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa1","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","2",3,"","","complex","range","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Hierarchical Complexity","Administrative levels","2",3,"","","complex","range","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Hierarchical Complexity","Religious levels","1",2,"","","complex","range","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Hierarchical Complexity","Military levels","2",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","absent",NA,"3550BCE","3401BCE","complex","simple","range",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","absent",NA,"3400BCE","3300BCE","complex","disputed","range",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"3400BCE","3300BCE","complex","disputed","range",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Law","Formal legal code","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Law","Judges","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Law","Courts","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Specialized Buildings: polity owned","Markets","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Specialized Buildings: polity owned","Roads","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","Written records","absent",NA,"","","complex","uncertain","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","Written records","present",NA,"","","complex","uncertain","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","Religious literature","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","Practical literature","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","History","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Information","Philosophy","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa2","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","2",3,"","","complex","range","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Hierarchical Complexity","Administrative levels","2",3,"","","complex","range","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Hierarchical Complexity","Religious levels","1",2,"","","complex","range","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Hierarchical Complexity","Military levels","2",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Professions","Professional soldiers","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Professions","Professional priesthood","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Law","Formal legal code","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Law","Judges","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Law","Courts","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","absent",NA,"","","complex","uncertain","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","complex","uncertain","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Specialized Buildings: polity owned","Roads","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","Phonetic alphabetic writing","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","Calendar","unknown",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","Religious literature","unknown",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","Practical literature","unknown",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","History","unknown",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Information","Philosophy","unknown",NA,"","","simple","simple","",""
"Upper Egypt","EgNaqa3","Social Complexity variables","Other","Indigenous coins","absent",NA,"","","simple","simple","",""
"Upper Egypt","EgDyn1*","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",5,"","","complex","range","",""
"Upper Egypt","EgDyn1*","Social Complexity variables","Hierarchical Complexity","Administrative levels","4",NA,"","","simple","simple","",""
"Upper Egypt","EgDyn1*","Social Complexity variables","Hierarchical Complexity","Religious levels","3",NA,"","","simple","simple","",""
"Upper Egypt","EgDyn1*","Social Complexity variables","Hierarchical Complexity","Military levels","3",4,"","","complex","range","",""
"Upper Egypt","EgDyn1*","Social Complexity variables","Professions","Professional military officers","absent",NA,"","","simple","simple","",""
